academic_rank,thai_db_name,scopus_name,thai_affiliation,eng_affiliation,field,citation_count,doc_count,cited_by_count,h_index,co_author_count,highest_edu,employment_type
ศาสตราจารย์,ดร. ไชยรัตน์ เจริญสินโอฬาร,Chairat Charoensin-O-Larn,มหาวิทยาลัยธรรมศาสตร์,Thammasart University,การเมืองการปกครอง,24.0,4.0,23.0,4.0,0.0,ปริญญาเอก,ต่ออายุราชการ
รองศาสตราจารย์,ดร. ไชยรัตน์ เฉลิมรัตนโรจน์,,มหาวิทยาลัยสงขลานครินทร์,Prince of Songkla University,ทันตกรรมจัดฟัน,,,,,,ปริญญาเอก,ข้าราชการ
ศาสตราจารย์,ดร. ไชยวัฒน์ ค้ำชู,,จุฬาลงกรณ์มหาวิทยาลัย,Chulalongkorn University,ความสัมพันธ์ระหว่างประเทศ,,,,,,ปริญญาเอก,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
รองศาสตราจารย์,ดร. ไชยันต์ รัชชกูล,,มหาวิทยาลัยพายัพ,Payap University,ประวัติศาสตร์,,,,,,ปริญญาเอก,อาจารย์มหาวิทยาลัยเอกชน
รองศาสตราจารย์,ดร. ไชยันต์ ไชยพร,,มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,Mahachulalongkornrajavidyalaya University,รัฐศาสตร์,,,,,,ปริญญาเอก,ข้าราชการ
ศาสตราจารย์,ดร. ไชยา ยิ้มวิไล,,มหาวิทยาลัยศรีปทุม,Sripatum University,รัฐประศาสนศาสตร์,,,,,,ปริญญาเอก,อาจารย์มหาวิทยาลัยเอกชน
รองศาสตราจารย์,ดร. ไตรภพ ผ่องสุวรรณ,Tripob Bhongsuwan,มหาวิทยาลัยสงขลานครินทร์,Prince of Songkla University,ธรณีฟิสิกส์ประยุกต์และนิวเคลียร์เทคโนโลยี,159.0,28.0,156.0,6.0,35.0,ปริญญาเอก,ข้าราชการ
รองศาสตราจารย์,ดร. ไตรรัตน์ โภคพลากรณ์,,มหาวิทยาลัยธรรมศาสตร์,Thammasart University,-,,,,,,ปริญญาเอก,ข้าราชการ
รองศาสตราจารย์,ดร. ไถ้ออน ชินธเนศ,Thyon Chentanez,มหาวิทยาลัยมหิดล,Mahidol University,สรีรวิทยา,83.0,11.0,83.0,2.0,24.0,ปริญญาเอก,ต่ออายุราชการ
รองศาสตราจารย์,ดร. ไทยถาวร เลิศวิทยาประสิทธิ,Thaithaworn Lerdwithayaprasith,จุฬาลงกรณ์มหาวิทยาลัย,Chulalongkorn University,วิทยาศาสตร์ทางทะเล,,,,1.0,,ปริญญาเอก,ข้าราชการ
รองศาสตราจารย์,ดร. ไทยปัญญา จันปุ่ม,Thaipanya Chanpoom,มหาวิทยาลัยราชภัฏนครราชสีมา,Nakhon Ratchasima Rajabhat University,ฟิสิกส์,5.0,7.0,5.0,1.0,3.0,ปริญญาเอก,ข้าราชการ
ศาสตราจารย์,ดร. ไผทชิต เอกจริยกร,,มหาวิทยาลัยธรรมศาสตร์,Thammasart University,นิติศาสตร์,,,,,,ปริญญาเอก,ข้าราชการ
ศาสตราจารย์พิเศษ,ดร. ไพจิตร ปวะบุตร,,มหาวิทยาลัยนเรศวร,Naresuan University,-,,,,,,ปริญญาเอก,ลูกจ้างชั่วคราว (สถาบันอุดมศึกษาของรัฐ)
รองศาสตราจารย์,ดร. ไพฑูรย์ ทองทรัพย์,,มหาวิทยาลัยราชภัฏนครสวรรค์,Nakhon Sawan Rajabhat University,การออกแบบ,,,,,,ปริญญาเอก,ข้าราชการ
รองศาสตราจารย์,ดร. ไพฑูรย์ รัชตะสาคร,Paitoon Rashatasakhon,จุฬาลงกรณ์มหาวิทยาลัย,Chulalongkorn University,เคมี,1324.0,65.0,1120.0,22.0,93.0,ปริญญาเอก,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
รองศาสตราจารย์,ดร. ไพฑูรย์ วิบูลชุติกุล,Paitoon Wiboonchutikula,มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,Mahachulalongkornrajavidyalaya University,เศรษฐศาสตร์,113.0,10.0,111.0,5.0,9.0,ปริญญาเอก,ข้าราชการ
รองศาสตราจารย์,ดร. ไพฑูรย์ ศิริโอฬาร,,สถาบันการจัดการปัญญาภิวัฒน์,Panyapiwat Institute of Management,วิศวกรรมอุตสาหการ,,,,,,ปริญญาเอก,อาจารย์มหาวิทยาลัยเอกชน
ศาสตราจารย์,ดร. ไพฑูรย์ สินลารัตน์,Paitoon Sinlarat,มหาวิทยาลัยธุรกิจบัณฑิตย์,Dhurakij Pundit University,การอุดมศึกษา,9.0,2.0,9.0,2.0,3.0,ปริญญาเอก,อาจารย์มหาวิทยาลัยเอกชน
รองศาสตราจารย์,ดร. ไพฑูรย์ สุขศรีงาม,,มหาวิทยาลัยมหาสารคาม,Mahasarakham University,ชีววิทยา,,,,,,ปริญญาเอก,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
รองศาสตราจารย์,ดร. ไพฑูรย์ อินต๊ะขัน,Phaithun Intakhan,มหาวิทยาลัยราชภัฏลำปาง,Lampang Rajabhat University,-,,,,1.0,,ปริญญาเอก,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
รองศาสตราจารย์,ดร. ไพฑูรย์ ไกรพรศักดิ์,Paitoon Kraipornsak,จุฬาลงกรณ์มหาวิทยาลัย,Chulalongkorn University,เศรษฐศาสตร์,24.0,7.0,24.0,1.0,9.0,ปริญญาเอก,ข้าราชการ
รองศาสตราจารย์,ดร. ไพทิพย์ ธีรเวชญาณ,Paitip Thiravetyan,มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี,King Mongkut’s University of Technology Thonburi,เทคโนโลยีชีวภาพ,2941.0,126.0,2412.0,28.0,124.0,ปริญญาเอก,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
รองศาสตราจารย์,ดร. ไพทูล สีใส,,มหาวิทยาลัยเทคโนโลยีราชมงคลตะวันออก,Rajamangala University of Technology Tawan-ok,เศรษฐศาสตร์,,,,,,ปริญญาเอก,ข้าราชการ
รองศาสตราจารย์,ดร. ไพบูลย์ ดาวสดใส,Paiboon Daosodsai,มหาวิทยาลัยขอนแก่น,Khon Kaen University,เภสัชศาสตร์,63.0,4.0,63.0,2.0,11.0,ปริญญาเอก,ข้าราชการ
รองศาสตราจารย์,ดร. ไพบูลย์ นาคมหาชลาสินธุ์,Paiboon Nakmahachalasint,มหาวิทยาลัยธรรมศาสตร์,Thammasart University,-,162.0,16.0,141.0,7.0,10.0,ปริญญาเอก,ข้าราชการ
รองศาสตราจารย์,ดร. ไพบูลย์ ปัญญาคะโป,Phaiboon Panyakapo,มหาวิทยาลัยศรีปทุม,Sripatum University,-,176.0,7.0,162.0,5.0,6.0,ปริญญาเอก,อาจารย์มหาวิทยาลัยเอกชน
รองศาสตราจารย์,ดร. ไพบูลย์ ภูริเวทย์,Piboon Puriveth,สถาบันบัณฑิตพัฒนบริหารศาสตร์,National Institute of Development Administration,ชีววิทยา,,,,1.0,,ปริญญาเอก,พนักงานราชการ (สถาบันอุดมศึกษาของรัฐ)
รองศาสตราจารย์,ดร. ไพบูลย์ สิทธิถาวร,Paiboon Sithithaworn,มหาวิทยาลัยขอนแก่น,Khon Kaen University,ปาราสิตวิทยา,6625.0,218.0,2670.0,45.0,426.0,ปริญญาเอก,พนักงานราชการ (สถาบันอุดมศึกษาของรัฐ)
รองศาสตราจารย์,ดร. ไพบูลย์ เกียรติโกมล,Paiboon Kiattikomol,มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี,King Mongkut’s University of Technology Thonburi,ครุศาสตร์อุตสาหกรรม,9.0,7.0,9.0,2.0,9.0,ปริญญาเอก,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
รองศาสตราจารย์,ดร. ไพบูลย์ เสรีวิวัฒนา,Paiboon Sareewiwatthana,สถาบันบัณฑิตพัฒนบริหารศาสตร์,National Institute of Development Administration,บริหารธุรกิจ,2.0,3.0,2.0,1.0,3.0,ปริญญาเอก,ข้าราชการ
รองศาสตราจารย์,ดร. ไพบูลย์ แจ่มพงษ์,,มหาวิทยาลัยราชภัฏสวนสุนันทา,Suan Sunandha Rajabhat University,การศึกษาสิ่งแวดล้อม,,,,,,ปริญญาเอก,ข้าราชการ
รองศาสตราจารย์,ดร. ไพรัช จรูญพัฒนพงศ์,Pirat Jaroonpattanapong,มหาวิทยาลัยเชียงใหม่,Chiang Mai University,วิศวกรรมเหมืองแร่,6.0,2.0,6.0,1.0,6.0,ปริญญาเอก,ข้าราชการ
รองศาสตราจารย์,ดร. ไพรัช ถิ่นธานี,,มหาวิทยาลัยธรรมศาสตร์,Thammasart University,การบริหารการขนส่งระหว่างประเทศ,,,,,,ปริญญาเอก,ข้าราชการ
รองศาสตราจารย์,ดร. ไพรัช สายวิรุณพร,Pairash Saiviroonporn,มหาวิทยาลัยมหิดล,Mahidol University,รังสีวิทยา,734.0,40.0,695.0,15.0,101.0,ปริญญาเอก,ข้าราชการ
รองศาสตราจารย์,ดร. ไพรัช อุศุภรัตน์,Phairat Usubharatana,มหาวิทยาลัยธรรมศาสตร์,Thammasart University,วิศวกรรมสิ่งเเวดล้อม,336.0,20.0,331.0,5.0,19.0,ปริญญาเอก,ข้าราชการ
รองศาสตราจารย์,ดร. ไพรัตน์ วงษ์นาม,Pairatana Wongnam,มหาวิทยาลัยบูรพา,Burapha University,วิจัยและประเมินผลการศึกษา,,,,1.0,,ปริญญาเอก,ต่ออายุราชการ
รองศาสตราจารย์,ดร. ไพรัตน์ โสภโณดร,Pairat Sophanodora,มหาวิทยาลัยสงขลานครินทร์,Prince of Songkla University,เทคโนโลยีอาหาร เทคโนโลยีผลิตภัณฑ์ประมง และการควบคุมและการประกันคุณภาพ,785.0,15.0,654.0,10.0,23.0,ปริญญาเอก,ข้าราชการ
รองศาสตราจารย์,ดร. ไพรัลยา นาควัชระ,Pairunyar Nakavachara,มหาวิทยาลัยมหิดล,Mahidol University,ต่อมไร้ท่อและเมตาบอลิสม,366.0,25.0,345.0,12.0,63.0,ปริญญาเอก,ข้าราชการ
รองศาสตราจารย์,ดร. ไพศาล กิตติศุภกร,Paisan Kittisupakorn,จุฬาลงกรณ์มหาวิทยาลัย,Chulalongkorn University,วิศวกรรมเคมี,518.0,70.0,403.0,11.0,49.0,ปริญญาเอก,ข้าราชการ
รองศาสตราจารย์,ดร. ไพศาล คงคาฉุยฉาย,Paisan Kongkachuichay,มหาวิทยาลัยเกษตรศาสตร์,Kasetsart University,วิศวกรรมเคมี,773.0,48.0,700.0,15.0,85.0,ปริญญาเอก,ข้าราชการ
รองศาสตราจารย์,ดร. ไพศาล นาคมหาชลาสินธุ์,Paisan Nakmahachalasint,มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,Mahachulalongkornrajavidyalaya University,คณิตศาสตร์,57.0,14.0,54.0,4.0,9.0,ปริญญาเอก,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
รองศาสตราจารย์,ดร. ไพศาล มุณีสว่าง,Paisarn Muneesawang,มหาวิทยาลัยนเรศวร,Naresuan University,วิศวกรรมคอมพิวเตอร์,347.0,61.0,299.0,8.0,55.0,ปริญญาเอก,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
ศาสตราจารย์,ดร. ไพศาล สิทธิกรกุล,Paisarn Sithigorngul,มหาวิทยาลัยศรีนครินทรวิโรฒ,Srinakharinwirot University,ชีววิทยา,1580.0,88.0,929.0,23.0,111.0,ปริญญาเอก,ข้าราชการ
รองศาสตราจารย์,ดร. ไพศาล หวังพานิช,,มหาวิทยาลัยวงษ์ชวลิตกุล,Vongchavalitkul University,การอุดมศึกษา,,,,,,ปริญญาเอก,อาจารย์มหาวิทยาลัยเอกชน
ศาสตราจารย์,ดร. ไพศาล เหล่าสุวรรณ,Paisan Laosuwan,มหาวิทยาลัยหาดใหญ่,Hatyai University,ปรับปรุงพันธุ์พืช,103.0,10.0,100.0,4.0,22.0,ปริญญาเอก,อาจารย์มหาวิทยาลัยเอกชน
ศาสตราจารย์,ดร. ไพศิษฐ์ พิพัฒนกุล,,มหาวิทยาลัยธุรกิจบัณฑิตย์,Dhurakij Pundit University,-,,,,,,ปริญญาเอก,อาจารย์มหาวิทยาลัยเอกชน
รองศาสตราจารย์,ดร. ไพเราะ ปิ่นพานิชยการ,Pairoh Pairoh Pinphanichakarn,จุฬาลงกรณ์มหาวิทยาลัย,Chulalongkorn University,ชีวเคมี,242.0,15.0,236.0,9.0,45.0,ปริญญาเอก,ข้าราชการ
รองศาสตราจารย์,ดร. ไพโชค ปัญจะ,Paichok Panja,มหาวิทยาลัยธรรมศาสตร์,Thammasart University,เทคโนโลยีการผลิตสัตว์,4.0,2.0,4.0,1.0,0.0,ปริญญาเอก,ข้าราชการ
ศาสตราจารย์,ดร. ไพโรจน์ กัมพูสิริ,,มหาวิทยาลัยธรรมศาสตร์,Thammasart University,-,,,,,,ปริญญาเอก,ต่ออายุราชการ
รองศาสตราจารย์,ดร. ไพโรจน์ บัวสุข,,มหาวิทยาลัยมหามกุฏราชวิทยาลัย,Mahamakut Buddhist University,-,,,,,,ปริญญาเอก,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
รองศาสตราจารย์,ดร. ไพโรจน์ ประมวล,,มหาวิทยาลัยมหาสารคาม,Mahasarakham University,พันธุศาสตร์,,,,,,ปริญญาเอก,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
รองศาสตราจารย์,ดร. ไพโรจน์ ภัทรนรากุล,Pairote Pathranarakul,สถาบันบัณฑิตพัฒนบริหารศาสตร์,National Institute of Development Administration,รัฐประศาสนศาสตร์,177.0,3.0,177.0,2.0,3.0,ปริญญาเอก,ข้าราชการ
ศาสตราจารย์,ดร. ไพโรจน์ วิริยจารี,Pairote Wiriyacharee,มหาวิทยาลัยเชียงใหม่,Chiang Mai University,เทคโนโลยีการพัฒนาผลิตภัณฑ์,19.0,6.0,19.0,3.0,20.0,ปริญญาเอก,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
รองศาสตราจารย์,ดร. ไพโรจน์ วิไลนุช,,มหาวิทยาลัยหอการค้าไทย,University of the Thai Chamber of Commerce,-,,,,,,ปริญญาเอก,อาจารย์มหาวิทยาลัยเอกชน
ศาสตราจารย์,ดร. ไพโรจน์ สัตยธรรม,Pairote Sattayatham,มหาวิทยาลัยเทคโนโลยีสุรนารี,Suranaree University of Technology,คณิตศาสตร์,163.0,29.0,160.0,6.0,33.0,ปริญญาเอก,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
รองศาสตราจารย์,ดร. ไพโรจน์ สิงหถนัดกิจ,Pairod Singhatanadgid,จุฬาลงกรณ์มหาวิทยาลัย,Chulalongkorn University,วิศวกรรมเครื่องกล,248.0,21.0,181.0,9.0,16.0,ปริญญาเอก,ข้าราชการ
รองศาสตราจารย์,ดร. ไพโรจน์ เนียมนาค,,มหาวิทยาลัยราชภัฏกำแพงเพชร,Kamphaeng Phet Rajabhat University,อุตสาหกรรมศึกษา,,,,,,ปริญญาเอก,ข้าราชการ
ศาสตราจารย์,ดร. ไมตรี สุทธจิตต์,Maitree Suttajit,มหาวิทยาลัยพะเยา,University of Phayao,-,1629.0,63.0,1524.0,23.0,170.0,ปริญญาเอก,ลูกจ้างชั่วคราว (สถาบันอุดมศึกษาของรัฐ)
รองศาสตราจารย์,ดร. ไมตรี โพธิ์สุข,Maitree Podisuk,มหาวิทยาลัยเกษมบัณฑิต,Kasem Bundit University,คณิตศาสตร์,3.0,5.0,3.0,1.0,2.0,ปริญญาเอก,อาจารย์มหาวิทยาลัยเอกชน
รองศาสตราจารย์,ดร. ไว จามรมาน,Wai Chamornmarn,มหาวิทยาลัยธรรมศาสตร์,Thammasart University,การบริหารทรัพยากรมนุษย์,,,,1.0,,ปริญญาเอก,ข้าราชการ
รองศาสตราจารย์,ดร. ไวพจน์ จันทร์วิเมลือง,Waipoj Chanvimalueng,มหาวิทยาลัยธรรมศาสตร์,Thammasart University,โสต นาสิก ลาริงซ์วิทยา,9.0,9.0,9.0,2.0,40.0,ปริญญาเอก,ข้าราชการ
รองศาสตราจารย์,ดร. ไสว บูรณพานิชพันธุ์,Sawai Buranapanichpan,มหาวิทยาลัยเชียงใหม่,Chiang Mai University,กีฏวิทยา,292.0,17.0,238.0,9.0,61.0,ปริญญาเอก,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
รองศาสตราจารย์,ดร. ไสว พงศ์สวัสดิ์,Sawai Pongswatd,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,King Mongkut's Institute of Technology Ladkrabang,วิศวกรรมไฟฟ้า,211.0,67.0,135.0,7.0,56.0,ปริญญาเอก,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
รองศาสตราจารย์,ดรินทร์ โล่ห์สิริวัฒน์,Darin Lohsiriwat,มหาวิทยาลัยมหิดล,Mahidol University,ศัลยศาสตร์,576.0,42.0,531.0,13.0,73.0,ปริญญาตรี,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
รองศาสตราจารย์,ดรุณี ชุณหะวัต,,มหาวิทยาลัยมหิดล,Mahidol University,พยาบาลศาสตร์,,,,,,ปริญญาโท,ต่ออายุราชการ
รองศาสตราจารย์,ดลพร บุญพารอด,,มหาวิทยาลัยสุโขทัยธรรมาธิราช,Sukhothai Thammathirat Open University,วิทยาการจัดการ,,,,,,ปริญญาโท,ข้าราชการ
รองศาสตราจารย์,ดวงจันทร์ เพชรานนท์,,มหาวิทยาลัยรามคำแหง,Ramkhamhaeng University,ศึกษาศาสตร์,,,,,,ปริญญาตรี,ข้าราชการ
รองศาสตราจารย์,ดวงจิตต์ กำประเสริฐ,,มหาวิทยาลัยรามคำแหง,Ramkhamhaeng University,กฎหมาย,,,,,,ปริญญาโท,ต่ออายุราชการ
รองศาสตราจารย์,ดร.ดวงตะวัน ธรรมาณิชานนท์,Duangtawan Thammanichanond,มหาวิทยาลัยมหิดล,Mahidol University,พยาธิวิทยาคลินิก,131.0,23.0,119.0,8.0,72.0,ปริญญาตรี,ข้าราชการ
รองศาสตราจารย์,ดวงตา ลักคุณะประสิทธิ์,Duangta Lukkunaprasit,จุฬาลงกรณ์มหาวิทยาลัย,Chulalongkorn University,การสอนภาษาอังกฤษ,,,,0.0,,ปริญญาโท,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
รองศาสตราจารย์,ดวงทิพย์ วรพันธุ์,,มหาวิทยาลัยธรรมศาสตร์,Thammasart University,-,,,,,,ปริญญาโท,ข้าราชการ
รองศาสตราจารย์,ดวงพร คำนูณวัฒน์,,มหาวิทยาลัยมหิดล,Mahidol University,-,,,,,,ปริญญาโท,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
รองศาสตราจารย์,ดวงพร นะคาพันธุ์ชัย,Daungporn Nacapunchai,มหาวิทยาลัยมหิดล,Mahidol University,เทคนิคการแพทย์,103.0,17.0,101.0,6.0,60.0,ปริญญาโท,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
ศาสตราจารย์,ดวงพร วีระวัฒกานนท์,Duangporn Werawatganon,จุฬาลงกรณ์มหาวิทยาลัย,Chulalongkorn University,สรีรวิทยา,1202.0,58.0,1136.0,20.0,96.0,ปริญญาโท,ข้าราชการ
รองศาสตราจารย์,ดวงพร ศิริสมบัติ,,มหาวิทยาลัยราชภัฏภูเก็ต,Phuket Rajabhat University,การศึกษา,,,,,,ปริญญาตรี,ข้าราชการ
รองศาสตราจารย์,ดวงพร สุภชัยพานิชพงษ์,,มหาวิทยาลัยรามคำแหง,Ramkhamhaeng University,บรรณารักษ์ศาสตร์,,,,,,ปริญญาโท,ข้าราชการ
รองศาสตราจารย์,ดวงพร เหลี่ยวไชยพันธุ์,,มหาวิทยาลัยเวสเทิร์น,Western University,เภสัชเคมี,,,,,,ปริญญาโท,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
รองศาสตราจารย์,ดวงพร แก้วศิริ,Duangporn Kaewsiri,มหาวิทยาลัยมหิดล,Mahidol University,โภชนวิทยา,25.0,9.0,23.0,3.0,16.0,ปริญญาโท,ต่ออายุราชการ
ศาสตราจารย์,ดวงมณี เลาหประสิทธิพร,Duangmanee Laohaprasitiporn,มหาวิทยาลัยมหิดล,Mahidol University,-,449.0,34.0,428.0,10.0,70.0,ปริญญาตรี,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
รองศาสตราจารย์,ดวงมณี โกมารทัต,,จุฬาลงกรณ์มหาวิทยาลัย,Chulalongkorn University,-,,,,,,ปริญญาโท,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
ศาสตราจารย์,ดวงฤดี วัฒนศิริชัยกุล,Duangrurdee Wattanasirichaigoon,มหาวิทยาลัยมหิดล,Mahidol University,กุมารเวชศาสตร์,2863.0,69.0,2597.0,15.0,377.0,ปริญญาตรี,ข้าราชการ
รองศาสตราจารย์,ดวงสมร ลิมปิติ,Duangsamorn Limpiti,มหาวิทยาลัยเชียงใหม่,Chiang Mai University,เภสัชเคมี,5.0,2.0,5.0,1.0,4.0,ปริญญาโท,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
รองศาสตราจารย์,ดวงสมร สินเจิมสิริ,,มหาวิทยาลัยเกษตรศาสตร์,Kasetsart University,สัตวบาล,,,,,,ปริญญาโท,ข้าราชการ
รองศาสตราจารย์,ดวงสมร อรพินท์,,จุฬาลงกรณ์มหาวิทยาลัย,Chulalongkorn University,การบัญชี,,,,,,ปริญญาโท,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
ศาสตราจารย์,ดวงใจ กสานติกุล,Duangjai Kasantikul,จุฬาลงกรณ์มหาวิทยาลัย,Chulalongkorn University,จิตเวชศาสตร์,68.0,11.0,68.0,5.0,22.0,ปริญญาโท,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
รองศาสตราจารย์,ดวงใจ อมาตยกุล,,จุฬาลงกรณ์มหาวิทยาลัย,Chulalongkorn University,ดุริยางคศิลป์,,,,,,ปริญญาโท,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
รองศาสตราจารย์,ดวงใจ โอชัยกุล,Duangjai Ochaikul,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,King Mongkut's Institute of Technology Ladkrabang,เทคโนโลยีชีวภาพ,216.0,8.0,183.0,5.0,17.0,ปริญญาโท,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
รองศาสตราจารย์,ดารกา วรรณวนิช,,มหาวิทยาลัยศรีนครินทรวิโรฒ,Srinakharinwirot University,การมัธยมศึกษา,,,,,,ปริญญาโท,ข้าราชการ
รองศาสตราจารย์,ดารณี พาลุสุข,,มหาวิทยาลัยรามคำแหง,Ramkhamhaeng University,การโฆษณาและการประชาสัมพันธ์,,,,,,ปริญญาโท,ข้าราชการ
รองศาสตราจารย์,ดารณี เมืองมา,,มหาวิทยาลัยพะเยา,University of Phayao,-,,,,,,-,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
รองศาสตราจารย์,ดารา ทีปะปาล,,วิทยาลัยนครราชสีมา,Nakhon Ratchasima College,-,,,,,,ปริญญาโท,อาจารย์วิทยาลัยเอกชน
รองศาสตราจารย์,ดาราวรรณ วนะชิวนาวิน,Darawan Wanachiwanawin,มหาวิทยาลัยมหิดล,Mahidol University,ปรสิตวิทยา,391.0,29.0,369.0,12.0,84.0,ปริญญาตรี,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
รองศาสตราจารย์,ดารินทร์ ซอโสตถิกุล,Darintr Sosothikul,จุฬาลงกรณ์มหาวิทยาลัย,Chulalongkorn University,กุมารเวชศาสตร์,371.0,29.0,365.0,8.0,157.0,ปริญญาโท,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
รองศาสตราจารย์,ดาริวรรณ เศรษฐีธรรม,Dariwan Settheetham,มหาวิทยาลัยขอนแก่น,Khon Kaen University,อนามัยสิ่งแวดล้อม,137.0,10.0,128.0,7.0,25.0,ปริญญาโท,ข้าราชการ
รองศาสตราจารย์,ดำรง จันทร,,มหาวิทยาลัยเชียงใหม่,Chiang Mai University,คณิตศาสตร์,,,,,,ปริญญาโท,ต่ออายุราชการ
รองศาสตราจารย์,ดำรง จีนขาวขำ,,มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,King Mongkut's University of Technology North Bangkok,วิศวกรรมไฟฟ้า,,,,,,ปริญญาโท,ต่ออายุราชการ
รองศาสตราจารย์,ดำรงค์ ทิพย์โยธา,,จุฬาลงกรณ์มหาวิทยาลัย,Chulalongkorn University,คณิตศาสตร์,,,,,,ปริญญาโท,ข้าราชการ
รองศาสตราจารย์,ดำรงศักดิ์ มณีพงษ์สวัสดิ์,,มหาวิทยาลัยรามคำแหง,Ramkhamhaeng University,ฟิสิกส์,,,,,,ปริญญาโท,ต่ออายุราชการ
รองศาสตราจารย์,ดำรัส ตรีสุโกศล,Damrong Tresukosol,มหาวิทยาลัยมหิดล,Mahidol University,หทัยวิทยา,1631.0,48.0,1526.0,19.0,132.0,ปริญญาตรี,ข้าราชการ
รองศาสตราจารย์,ดำเนินภร คงพาลา,,มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,King Mongkut's University of Technology North Bangkok,วิศวกรรมโยธา,,,,,,ปริญญาตรี,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
รองศาสตราจารย์,ดิฐกานต์ บริบูรณ์หิรัญสาร,Dittakarn Boriboonhirunsarn,มหาวิทยาลัยมหิดล,Mahidol University,สูติศาสตร์และนรีเวชวิทยา,481.0,70.0,449.0,12.0,134.0,ปริญญาตรี,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
รองศาสตราจารย์,ดิลก ศรีนาวิน,,มหาวิทยาลัยภาคตะวันออกเฉียงเหนือ,Northeastern University,วิศวกรรมสำรวจ,,,,,,ปริญญาโท,อาจารย์มหาวิทยาลัยเอกชน
รองศาสตราจารย์,ดิลก ศรีประไพ,Dilok Sriprapai,มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี,King Mongkut’s University of Technology Thonburi,เครื่องกล,5.0,3.0,5.0,1.0,6.0,ปริญญาโท,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
ศาสตราจารย์,ดิษยา รัตนากร,Disya Ratanakorn,มหาวิทยาลัยมหิดล,Mahidol University,อายุรศาสตร์,451.0,28.0,440.0,9.0,5648.0,ปริญญาตรี,ข้าราชการ
รองศาสตราจารย์,ดีรพัฒน์ บุญจนาวิโรจน์,,มหาวิทยาลัยราชภัฏเชียงราย,Chiang Rai Rajabhat University,วิทยาศาสตร์การกีฬา,,,,,,ปริญญาโท,ข้าราชการ
รองศาสตราจารย์,ดุษฎี ณ ลำปาง,D. Na Lampang,มหาวิทยาลัยเชียงใหม่,Chiang Mai University,-,0.0,2.0,0.0,0.0,4.0,ปริญญาโท,ข้าราชการ
